-,TRX_ID,date,pcs,kode_barang,nama_barang,year_month,tahun_bulan
12075,12952,2024-05-07,1.0,101,colt pasir,2024-05,2024-05
12076,12952,2024-05-07,5.0,201,semen gresik,2024-05,2024-05
12077,12953,2024-05-07,1.0,103,colt tensla,2024-05,2024-05
12078,12954,2024-05-07,1.0,104,colt pasir hitam,2024-05,2024-05
12079,12954,2024-05-07,6.0,214,semen holsim,2024-05,2024-05
12081,12955,2024-05-07,200.0,301,bata merah,2024-05,2024-05
12080,12955,2024-05-07,1.0,101,colt pasir,2024-05,2024-05
12082,12955,2024-05-07,2.0,201,semen gresik,2024-05,2024-05
12083,12956,2024-05-07,33.0,507,asbes 300 b,2024-05,2024-05
12085,12957,2024-05-07,3.0,507,asbes 300 b,2024-05,2024-05
12084,12957,2024-05-07,1.0,101,colt pasir,2024-05,2024-05
12086,12958,2024-05-07,1.0,103,colt tensla,2024-05,2024-05
12088,12958,2024-05-07,3.0,208,semen br eco,2024-05,2024-05
12087,12958,2024-05-07,7.0,214,semen holsim,2024-05,2024-05
12089,12959,2024-05-07,166.0,304,bata ringan tbl,2024-05,2024-05
12090,12959,2024-05-07,2.0,208,semen br eco,2024-05,2024-05
12091,12960,2024-05-07,166.0,304,bata ringan tbl,2024-05,2024-05
12092,12960,2024-05-07,2.0,208,semen br eco,2024-05,2024-05
12093,12961,2024-05-07,0.5,101,colt pasir,2024-05,2024-05
12094,12961,2024-05-07,0.5,103,colt tensla,2024-05,2024-05
12097,12962,2024-05-07,3.0,507,asbes 300 b,2024-05,2024-05
12095,12962,2024-05-07,0.5,101,colt pasir,2024-05,2024-05
12096,12962,2024-05-07,10.0,201,semen gresik,2024-05,2024-05
12099,12963,2024-05-07,700.0,301,bata merah,2024-05,2024-05
12098,12963,2024-05-07,0.5,103,colt tensla,2024-05,2024-05
12102,12964,2024-05-07,100.0,301,bata merah,2024-05,2024-05
12100,12964,2024-05-07,1.0,101,colt pasir,2024-05,2024-05
12101,12964,2024-05-07,1.0,201,semen gresik,2024-05,2024-05
12103,12965,2024-05-07,166.0,304,bata ringan tbl,2024-05,2024-05
12106,12966,2024-05-07,3.0,401,besi 6,2024-05,2024-05
12107,12966,2024-05-07,6.0,402,besi 8,2024-05,2024-05
12104,12966,2024-05-07,1.0,104,colt pasir hitam,2024-05,2024-05
12105,12966,2024-05-07,5.0,201,semen gresik,2024-05,2024-05
12108,12966,2024-05-07,1.0,520,triplek 9mm,2024-05,2024-05
12110,12967,2024-05-07,10.0,208,semen br eco,2024-05,2024-05
12109,12967,2024-05-07,40.0,306,umpak,2024-05,2024-05
12111,12968,2024-05-08,1.0,101,colt pasir,2024-05,2024-05
12112,12968,2024-05-08,4.0,201,semen gresik,2024-05,2024-05
12113,12969,2024-05-08,1.0,101,colt pasir,2024-05,2024-05
12114,12969,2024-05-08,3.0,214,semen holsim,2024-05,2024-05
12115,12970,2024-05-08,4.0,603,sumur 80,2024-05,2024-05
12116,12970,2024-05-08,1.0,606,tutup sumur 80,2024-05,2024-05
12117,12971,2024-05-08,166.0,304,bata ringan tbl,2024-05,2024-05
12118,12971,2024-05-08,2.0,208,semen br eco,2024-05,2024-05
12119,12972,2024-05-08,30.0,201,semen gresik,2024-05,2024-05
12120,12973,2024-05-08,1.0,101,colt pasir,2024-05,2024-05
12121,12973,2024-05-08,0.25,103,colt tensla,2024-05,2024-05
12123,12973,2024-05-08,4.0,426,papan cor,2024-05,2024-05
12122,12973,2024-05-08,10.0,214,semen holsim,2024-05,2024-05
12126,12974,2024-05-08,83.0,304,bata ringan tbl,2024-05,2024-05
12124,12974,2024-05-08,1.0,101,colt pasir,2024-05,2024-05
12125,12974,2024-05-08,1.0,214,semen holsim,2024-05,2024-05
12127,12975,2024-05-08,60.0,306,umpak,2024-05,2024-05
12128,12976,2024-05-08,100.0,303,bata putih,2024-05,2024-05
12129,12976,2024-05-08,15.0,201,semen gresik,2024-05,2024-05
12130,12977,2024-05-08,0.5,103,colt tensla,2024-05,2024-05
12131,12978,2024-05-08,20.0,201,semen gresik,2024-05,2024-05
12137,12979,2024-05-08,8.0,507,asbes 300 b,2024-05,2024-05
12134,12979,2024-05-08,7.0,407,kanal c,2024-05,2024-05
12136,12979,2024-05-08,3.0,426,papan cor,2024-05,2024-05
12135,12979,2024-05-08,1.0,420,pvc 3 D,2024-05,2024-05
12132,12979,2024-05-08,2.0,603,sumur 80,2024-05,2024-05
12133,12979,2024-05-08,1.0,606,tutup sumur 80,2024-05,2024-05
12138,12980,2024-05-08,1.0,104,colt pasir hitam,2024-05,2024-05
12139,12980,2024-05-08,1.0,201,semen gresik,2024-05,2024-05
12141,12981,2024-05-08,83.0,304,bata ringan tbl,2024-05,2024-05
12140,12981,2024-05-08,0.5,103,colt tensla,2024-05,2024-05
12142,12981,2024-05-08,1.0,208,semen br eco,2024-05,2024-05
12143,12982,2024-05-08,1.0,101,colt pasir,2024-05,2024-05
12145,12982,2024-05-08,1.0,703,pintu pvc,2024-05,2024-05
12144,12982,2024-05-08,5.0,214,semen holsim,2024-05,2024-05
12148,12983,2024-05-08,83.0,304,bata ringan tbl,2024-05,2024-05
12146,12983,2024-05-08,1.0,101,colt pasir,2024-05,2024-05
12149,12983,2024-05-08,1.0,208,semen br eco,2024-05,2024-05
12147,12983,2024-05-08,3.0,201,semen gresik,2024-05,2024-05
12152,12984,2024-05-08,70.0,301,bata merah,2024-05,2024-05
12151,12984,2024-05-08,1.0,214,semen holsim,2024-05,2024-05
12150,12984,2024-05-08,1.0,801,tosa pasir,2024-05,2024-05
12154,12985,2024-05-08,9.0,506,asbes 250 b,2024-05,2024-05
12153,12985,2024-05-08,1.0,103,colt tensla,2024-05,2024-05
12155,12986,2024-05-08,41.0,304,bata ringan tbl,2024-05,2024-05
12156,12986,2024-05-08,3.0,208,semen br eco,2024-05,2024-05
12157,12986,2024-05-08,3.0,214,semen holsim,2024-05,2024-05
12159,12987,2024-05-08,10.0,506,asbes 250 b,2024-05,2024-05
12158,12987,2024-05-08,7.0,508,asbes 300 k,2024-05,2024-05
12160,12988,2024-05-08,83.0,304,bata ringan tbl,2024-05,2024-05
12161,12988,2024-05-08,13.0,201,semen gresik,2024-05,2024-05
12162,12989,2024-05-08,1.0,101,colt pasir,2024-05,2024-05
12163,12989,2024-05-08,3.0,201,semen gresik,2024-05,2024-05
12166,12990,2024-05-08,200.0,301,bata merah,2024-05,2024-05
12164,12990,2024-05-08,1.0,101,colt pasir,2024-05,2024-05
12167,12990,2024-05-08,4.0,420,pvc 3 D,2024-05,2024-05
12165,12990,2024-05-08,4.0,201,semen gresik,2024-05,2024-05
12168,12991,2024-05-09,1.0,101,colt pasir,2024-05,2024-05
12169,12991,2024-05-09,2.0,201,semen gresik,2024-05,2024-05
12173,12992,2024-05-09,3.0,507,asbes 300 b,2024-05,2024-05
12172,12992,2024-05-09,300.0,301,bata merah,2024-05,2024-05
12170,12992,2024-05-09,1.0,101,colt pasir,2024-05,2024-05
12171,12992,2024-05-09,4.0,201,semen gresik,2024-05,2024-05
12174,12993,2024-05-09,1.0,101,colt pasir,2024-05,2024-05
12175,12993,2024-05-09,2.0,214,semen holsim,2024-05,2024-05
12176,12994,2024-05-09,1.0,101,colt pasir,2024-05,2024-05
12177,12994,2024-05-09,5.0,201,semen gresik,2024-05,2024-05
12178,12995,2024-05-09,10.0,507,asbes 300 b,2024-05,2024-05
12180,12996,2024-05-09,1.0,512,fiber 300 b,2024-05,2024-05
12179,12996,2024-05-09,1.0,801,tosa pasir,2024-05,2024-05
12181,12997,2024-05-09,166.0,304,bata ringan tbl,2024-05,2024-05
12182,12998,2024-05-09,166.0,304,bata ringan tbl,2024-05,2024-05
12183,12998,2024-05-09,1.0,208,semen br eco,2024-05,2024-05
12186,12999,2024-05-09,5.0,401,besi 6,2024-05,2024-05
12187,12999,2024-05-09,5.0,402,besi 8,2024-05,2024-05
12184,12999,2024-05-09,1.0,101,colt pasir,2024-05,2024-05
12185,12999,2024-05-09,5.0,201,semen gresik,2024-05,2024-05
12188,13000,2024-05-09,1.0,101,colt pasir,2024-05,2024-05
12189,13001,2024-05-09,124.0,304,bata ringan tbl,2024-05,2024-05
12190,13002,2024-05-09,215.0,308,pafing,2024-05,2024-05
12191,13003,2024-05-09,155.0,308,pafing,2024-05,2024-05
12192,13003,2024-05-09,60.0,308,pafing,2024-05,2024-05
12194,13004,2024-05-09,150.0,303,bata putih,2024-05,2024-05
12193,13004,2024-05-09,1.0,101,colt pasir,2024-05,2024-05
12195,13004,2024-05-09,20.0,405,hollow 2x4,2024-05,2024-05
12197,13005,2024-05-09,41.0,304,bata ringan tbl,2024-05,2024-05
12196,13005,2024-05-09,1.0,101,colt pasir,2024-05,2024-05
12198,13006,2024-05-09,1.0,101,colt pasir,2024-05,2024-05
12199,13007,2024-05-09,1.0,101,colt pasir,2024-05,2024-05
12200,13007,2024-05-09,2.0,201,semen gresik,2024-05,2024-05
12201,13008,2024-05-09,1.0,101,colt pasir,2024-05,2024-05
12202,13008,2024-05-09,3.0,214,semen holsim,2024-05,2024-05
12203,13009,2024-05-09,0.5,103,colt tensla,2024-05,2024-05
12204,13009,2024-05-09,2.0,420,pvc 3 D,2024-05,2024-05
12205,13010,2024-05-09,222.0,305,bata ringan tps,2024-05,2024-05
12206,13011,2024-05-09,60.0,402,besi 8,2024-05,2024-05
12207,13012,2024-05-09,1.0,101,colt pasir,2024-05,2024-05
12208,13013,2024-05-09,83.0,304,bata ringan tbl,2024-05,2024-05
12211,13013,2024-05-09,5.0,403,besi 10,2024-05,2024-05
12210,13013,2024-05-09,3.0,402,besi 8,2024-05,2024-05
12209,13013,2024-05-09,1.0,208,semen br eco,2024-05,2024-05
12212,13014,2024-05-09,1.0,101,colt pasir,2024-05,2024-05
12213,13015,2024-05-09,1.0,103,colt tensla,2024-05,2024-05
12215,13016,2024-05-10,41.0,304,bata ringan tbl,2024-05,2024-05
12214,13016,2024-05-10,1.0,102,colt sertu,2024-05,2024-05
12216,13017,2024-05-10,0.5,103,colt tensla,2024-05,2024-05
12217,13018,2024-05-10,166.0,304,bata ringan tbl,2024-05,2024-05
12218,13018,2024-05-10,3.0,208,semen br eco,2024-05,2024-05
12219,13019,2024-05-10,166.0,304,bata ringan tbl,2024-05,2024-05
12220,13019,2024-05-10,2.0,208,semen br eco,2024-05,2024-05
12221,13020,2024-05-10,10.0,507,asbes 300 b,2024-05,2024-05
12223,13020,2024-05-10,60.0,304,bata ringan tbl,2024-05,2024-05
12222,13020,2024-05-10,5.0,214,semen holsim,2024-05,2024-05
12224,13020,2024-05-10,10.0,214,semen holsim,2024-05,2024-05
12225,13021,2024-05-10,20.0,214,semen holsim,2024-05,2024-05
12226,13021,2024-05-10,10.0,214,semen holsim,2024-05,2024-05
12227,13022,2024-05-10,1.0,101,colt pasir,2024-05,2024-05
12228,13022,2024-05-10,2.0,201,semen gresik,2024-05,2024-05
12232,13023,2024-05-10,50.0,301,bata merah,2024-05,2024-05
12231,13023,2024-05-10,41.0,304,bata ringan tbl,2024-05,2024-05
12233,13023,2024-05-10,2.0,402,besi 8,2024-05,2024-05
12229,13023,2024-05-10,1.0,101,colt pasir,2024-05,2024-05
12230,13023,2024-05-10,3.0,214,semen holsim,2024-05,2024-05
12234,13024,2024-05-10,83.0,304,bata ringan tbl,2024-05,2024-05
12235,13024,2024-05-10,1.0,208,semen br eco,2024-05,2024-05
12236,13024,2024-05-10,5.0,201,semen gresik,2024-05,2024-05
12237,13025,2024-05-10,1.0,101,colt pasir,2024-05,2024-05
12240,13025,2024-05-10,1.0,420,pvc 3 D,2024-05,2024-05
12243,13025,2024-05-10,1.0,207,semen br aplus,2024-05,2024-05
12238,13025,2024-05-10,1.0,201,semen gresik,2024-05,2024-05
12239,13025,2024-05-10,4.0,214,semen holsim,2024-05,2024-05
12242,13025,2024-05-10,2.0,215,semen holsim masonry,2024-05,2024-05
12241,13025,2024-05-10,5.0,216,semen merdeka,2024-05,2024-05
12244,13026,2024-05-10,1.0,101,colt pasir,2024-05,2024-05
12245,13026,2024-05-10,0.25,103,colt tensla,2024-05,2024-05
12246,13027,2024-05-10,500.0,301,bata merah,2024-05,2024-05
12247,13028,2024-05-10,1.0,101,colt pasir,2024-05,2024-05
12249,13029,2024-05-10,1.0,206,semen acian tr,2024-05,2024-05
12248,13029,2024-05-10,15.0,201,semen gresik,2024-05,2024-05
12253,13030,2024-05-10,2.0,403,besi 10,2024-05,2024-05
12252,13030,2024-05-10,5.0,402,besi 8,2024-05,2024-05
12250,13030,2024-05-10,1.0,101,colt pasir,2024-05,2024-05
12251,13030,2024-05-10,5.0,214,semen holsim,2024-05,2024-05
12256,13031,2024-05-10,1.0,506,asbes 250 b,2024-05,2024-05
12257,13031,2024-05-10,100.0,302,bata merah press mrh,2024-05,2024-05
12254,13031,2024-05-10,0.5,101,colt pasir,2024-05,2024-05
12255,13031,2024-05-10,1.0,201,semen gresik,2024-05,2024-05
12258,13032,2024-05-10,500.0,301,bata merah,2024-05,2024-05
12259,13033,2024-05-10,1.0,101,colt pasir,2024-05,2024-05
12260,13033,2024-05-10,2.0,201,semen gresik,2024-05,2024-05
12261,13034,2024-05-10,1.0,104,colt pasir hitam,2024-05,2024-05
12262,13034,2024-05-10,10.0,214,semen holsim,2024-05,2024-05
12265,13035,2024-05-10,5.0,208,semen br eco,2024-05,2024-05
12264,13035,2024-05-10,10.0,201,semen gresik,2024-05,2024-05
12263,13035,2024-05-10,10.0,214,semen holsim,2024-05,2024-05
12268,13036,2024-05-10,400.0,301,bata merah,2024-05,2024-05
12266,13036,2024-05-10,1.0,101,colt pasir,2024-05,2024-05
12267,13036,2024-05-10,5.0,201,semen gresik,2024-05,2024-05
12269,13037,2024-05-11,1.0,101,colt pasir,2024-05,2024-05
12270,13037,2024-05-11,5.0,201,semen gresik,2024-05,2024-05
12271,13038,2024-05-11,1.0,101,colt pasir,2024-05,2024-05
12272,13038,2024-05-11,2.0,201,semen gresik,2024-05,2024-05
12273,13039,2024-05-11,1.0,101,colt pasir,2024-05,2024-05
12275,13040,2024-05-11,3.0,420,pvc 3 D,2024-05,2024-05
12274,13040,2024-05-11,20.0,201,semen gresik,2024-05,2024-05
12276,13041,2024-05-11,166.0,304,bata ringan tbl,2024-05,2024-05
12277,13041,2024-05-11,1.0,208,semen br eco,2024-05,2024-05
12278,13042,2024-05-11,15.0,201,semen gresik,2024-05,2024-05
12280,13043,2024-05-11,50.0,301,bata merah,2024-05,2024-05
12279,13043,2024-05-11,200.0,303,bata putih,2024-05,2024-05
12281,13044,2024-05-11,0.5,101,colt pasir,2024-05,2024-05
12282,13044,2024-05-11,0.5,104,colt pasir hitam,2024-05,2024-05
12283,13045,2024-05-11,5.0,401,besi 6,2024-05,2024-05
12284,13045,2024-05-11,15.0,402,besi 8,2024-05,2024-05
12285,13046,2024-05-11,1.0,103,colt tensla,2024-05,2024-05
12286,13047,2024-05-11,1.0,101,colt pasir,2024-05,2024-05
12287,13048,2024-05-11,1.0,102,colt sertu,2024-05,2024-05
12289,13049,2024-05-11,6.0,507,asbes 300 b,2024-05,2024-05
12288,13049,2024-05-11,250.0,303,bata putih,2024-05,2024-05
12290,13049,2024-05-11,5.0,201,semen gresik,2024-05,2024-05
12291,13050,2024-05-11,1.0,101,colt pasir,2024-05,2024-05
12292,13050,2024-05-11,3.0,201,semen gresik,2024-05,2024-05
12294,13051,2024-05-11,2.0,201,semen gresik,2024-05,2024-05
12293,13051,2024-05-11,1.0,801,tosa pasir,2024-05,2024-05
12295,13052,2024-05-11,1.0,104,colt pasir hitam,2024-05,2024-05
12296,13052,2024-05-11,2.0,201,semen gresik,2024-05,2024-05
12297,13053,2024-05-11,250.0,303,bata putih,2024-05,2024-05
12298,13053,2024-05-11,3.0,214,semen holsim,2024-05,2024-05
12300,13054,2024-05-11,1.0,214,semen holsim,2024-05,2024-05
12299,13054,2024-05-11,1.0,801,tosa pasir,2024-05,2024-05
12301,13055,2024-05-11,10.0,214,semen holsim,2024-05,2024-05
12304,13056,2024-05-11,60.0,304,bata ringan tbl,2024-05,2024-05
12302,13056,2024-05-11,1.0,101,colt pasir,2024-05,2024-05
12305,13056,2024-05-11,1.0,208,semen br eco,2024-05,2024-05
12303,13056,2024-05-11,5.0,214,semen holsim,2024-05,2024-05
12306,13057,2024-05-11,10.0,201,semen gresik,2024-05,2024-05
12308,13058,2024-05-11,5.0,204,semen acian blackbull,2024-05,2024-05
12307,13058,2024-05-11,20.0,201,semen gresik,2024-05,2024-05
12309,13059,2024-05-11,166.0,304,bata ringan tbl,2024-05,2024-05
12310,13059,2024-05-11,1.0,208,semen br eco,2024-05,2024-05
12311,13059,2024-05-11,2.0,201,semen gresik,2024-05,2024-05
12312,13060,2024-05-11,1.0,101,colt pasir,2024-05,2024-05
12313,13060,2024-05-11,3.0,214,semen holsim,2024-05,2024-05
12314,13061,2024-05-12,0.5,101,colt pasir,2024-05,2024-05
12315,13061,2024-05-12,1.0,214,semen holsim,2024-05,2024-05
12319,13062,2024-05-12,200.0,301,bata merah,2024-05,2024-05
12316,13062,2024-05-12,1.0,101,colt pasir,2024-05,2024-05
12318,13062,2024-05-12,1.0,206,semen acian tr,2024-05,2024-05
12317,13062,2024-05-12,2.0,201,semen gresik,2024-05,2024-05
12322,13063,2024-05-12,30.0,301,bata merah,2024-05,2024-05
12320,13063,2024-05-12,1.0,101,colt pasir,2024-05,2024-05
12321,13063,2024-05-12,3.0,214,semen holsim,2024-05,2024-05
12323,13064,2024-05-12,1.0,101,colt pasir,2024-05,2024-05
12324,13065,2024-05-12,1.0,101,colt pasir,2024-05,2024-05
12325,13066,2024-05-12,8.0,208,semen br eco,2024-05,2024-05
12326,13067,2024-05-12,1.0,101,colt pasir,2024-05,2024-05
12327,13068,2024-05-12,1.0,103,colt tensla,2024-05,2024-05
12328,13068,2024-05-12,4.0,201,semen gresik,2024-05,2024-05
12329,13069,2024-05-12,1.0,101,colt pasir,2024-05,2024-05
12330,13069,2024-05-12,1.0,214,semen holsim,2024-05,2024-05
12331,13070,2024-05-12,83.0,304,bata ringan tbl,2024-05,2024-05
12332,13071,2024-05-12,9.0,304,bata ringan tbl,2024-05,2024-05
12333,13071,2024-05-12,7.0,514,kalsiboard,2024-05,2024-05
12334,13072,2024-05-12,1.0,102,colt sertu,2024-05,2024-05
12336,13072,2024-05-12,3.0,208,semen br eco,2024-05,2024-05
12335,13072,2024-05-12,5.0,201,semen gresik,2024-05,2024-05
12338,13073,2024-05-12,12.0,403,besi 10,2024-05,2024-05
12337,13073,2024-05-12,14.0,402,besi 8,2024-05,2024-05
12339,13074,2024-05-12,83.0,304,bata ringan tbl,2024-05,2024-05
12340,13074,2024-05-12,1.0,201,semen gresik,2024-05,2024-05
12341,13074,2024-05-12,2.0,214,semen holsim,2024-05,2024-05
12342,13075,2024-05-12,30.0,214,semen holsim,2024-05,2024-05
12343,13076,2024-05-13,1.0,101,colt pasir,2024-05,2024-05
12344,13077,2024-05-13,1.0,101,colt pasir,2024-05,2024-05
12345,13078,2024-05-13,1.0,101,colt pasir,2024-05,2024-05
12346,13078,2024-05-13,2.0,703,pintu pvc,2024-05,2024-05
12347,13079,2024-05-13,5.0,207,semen br aplus,2024-05,2024-05
12348,13080,2024-05-13,1.0,101,colt pasir,2024-05,2024-05
12349,13080,2024-05-13,2.0,214,semen holsim,2024-05,2024-05
12350,13081,2024-05-13,0.5,104,colt pasir hitam,2024-05,2024-05
12351,13081,2024-05-13,0.5,103,colt tensla,2024-05,2024-05
12352,13081,2024-05-13,2.0,201,semen gresik,2024-05,2024-05
12353,13082,2024-05-13,1.0,103,colt tensla,2024-05,2024-05
12354,13082,2024-05-13,2.0,214,semen holsim,2024-05,2024-05
12355,13083,2024-05-13,1.0,103,colt tensla,2024-05,2024-05
12356,13084,2024-05-13,1.0,101,colt pasir,2024-05,2024-05
12357,13085,2024-05-13,1.0,101,colt pasir,2024-05,2024-05
12360,13086,2024-05-13,111.0,305,bata ringan tps,2024-05,2024-05
12358,13086,2024-05-13,1.0,101,colt pasir,2024-05,2024-05
12359,13086,2024-05-13,2.0,204,semen acian blackbull,2024-05,2024-05
12361,13087,2024-05-13,1.0,104,colt pasir hitam,2024-05,2024-05
12362,13088,2024-05-13,1.0,103,colt tensla,2024-05,2024-05
12363,13089,2024-05-13,1.0,101,colt pasir,2024-05,2024-05
12364,13089,2024-05-13,6.0,201,semen gresik,2024-05,2024-05
12365,13090,2024-05-13,1.0,104,colt pasir hitam,2024-05,2024-05
12366,13091,2024-05-13,1.0,103,colt tensla,2024-05,2024-05
12369,13091,2024-05-13,20.0,405,hollow 2x4,2024-05,2024-05
12368,13091,2024-05-13,18.0,514,kalsiboard,2024-05,2024-05
12367,13091,2024-05-13,5.0,214,semen holsim,2024-05,2024-05
12370,13091,2024-05-13,10.0,424,wall angle,2024-05,2024-05
12371,13092,2024-05-13,1.0,101,colt pasir,2024-05,2024-05
12372,13093,2024-05-13,1.0,104,colt pasir hitam,2024-05,2024-05
12373,13093,2024-05-13,15.0,214,semen holsim,2024-05,2024-05
12374,13094,2024-05-13,1.0,103,colt tensla,2024-05,2024-05
12375,13094,2024-05-13,15.0,214,semen holsim,2024-05,2024-05
12376,13095,2024-05-14,1.0,101,colt pasir,2024-05,2024-05
12377,13095,2024-05-14,5.0,214,semen holsim,2024-05,2024-05
12378,13096,2024-05-14,1.0,102,colt sertu,2024-05,2024-05
12379,13097,2024-05-14,30.0,201,semen gresik,2024-05,2024-05
12382,13098,2024-05-14,83.0,304,bata ringan tbl,2024-05,2024-05
12380,13098,2024-05-14,1.0,101,colt pasir,2024-05,2024-05
12383,13098,2024-05-14,1.0,208,semen br eco,2024-05,2024-05
12381,13098,2024-05-14,4.0,214,semen holsim,2024-05,2024-05
12384,13098,2024-05-14,3.0,520,triplek 9mm,2024-05,2024-05
12385,13099,2024-05-14,166.0,304,bata ringan tbl,2024-05,2024-05
12386,13100,2024-05-14,1.0,101,colt pasir,2024-05,2024-05
12387,13101,2024-05-14,1.0,103,colt tensla,2024-05,2024-05
12388,13101,2024-05-14,1.0,207,semen br aplus,2024-05,2024-05
12390,13102,2024-05-14,20.0,301,bata merah,2024-05,2024-05
12389,13102,2024-05-14,0.5,101,colt pasir,2024-05,2024-05
12391,13103,2024-05-14,166.0,304,bata ringan tbl,2024-05,2024-05
12392,13104,2024-05-14,1.0,101,colt pasir,2024-05,2024-05
12393,13104,2024-05-14,0.25,103,colt tensla,2024-05,2024-05
12394,13104,2024-05-14,4.0,214,semen holsim,2024-05,2024-05
12395,13105,2024-05-14,1.0,101,colt pasir,2024-05,2024-05
12396,13105,2024-05-14,2.0,201,semen gresik,2024-05,2024-05
12397,13106,2024-05-14,1.0,102,colt sertu,2024-05,2024-05
12400,13107,2024-05-14,6.0,304,bata ringan tbl,2024-05,2024-05
12398,13107,2024-05-14,0.5,101,colt pasir,2024-05,2024-05
12399,13107,2024-05-14,1.0,201,semen gresik,2024-05,2024-05
12401,13108,2024-05-14,1.0,102,colt sertu,2024-05,2024-05
12402,13109,2024-05-14,83.0,304,bata ringan tbl,2024-05,2024-05
12405,13110,2024-05-14,1.0,404,besi 12,2024-05,2024-05
12403,13110,2024-05-14,0.5,104,colt pasir hitam,2024-05,2024-05
12404,13110,2024-05-14,1.0,214,semen holsim,2024-05,2024-05
12406,13111,2024-05-14,1.0,101,colt pasir,2024-05,2024-05
12408,13112,2024-05-14,83.0,304,bata ringan tbl,2024-05,2024-05
12407,13112,2024-05-14,1.0,102,colt sertu,2024-05,2024-05
12409,13113,2024-05-14,0.5,104,colt pasir hitam,2024-05,2024-05
12410,13113,2024-05-14,3.0,201,semen gresik,2024-05,2024-05
12413,13114,2024-05-14,200.0,301,bata merah,2024-05,2024-05
12411,13114,2024-05-14,1.0,101,colt pasir,2024-05,2024-05
12412,13114,2024-05-14,2.0,214,semen holsim,2024-05,2024-05
12414,13115,2024-05-14,350.0,303,bata putih,2024-05,2024-05
12415,13116,2024-05-14,1.0,103,colt tensla,2024-05,2024-05
12418,13117,2024-05-14,41.0,304,bata ringan tbl,2024-05,2024-05
12416,13117,2024-05-14,1.0,101,colt pasir,2024-05,2024-05
12419,13117,2024-05-14,1.0,208,semen br eco,2024-05,2024-05
12417,13117,2024-05-14,2.0,201,semen gresik,2024-05,2024-05
12423,13118,2024-05-15,5.0,401,besi 6,2024-05,2024-05
12420,13118,2024-05-15,0.5,101,colt pasir,2024-05,2024-05
12421,13118,2024-05-15,0.25,103,colt tensla,2024-05,2024-05
12422,13118,2024-05-15,5.0,214,semen holsim,2024-05,2024-05
12424,13119,2024-05-15,0.5,101,colt pasir,2024-05,2024-05
12425,13119,2024-05-15,1.0,214,semen holsim,2024-05,2024-05
12426,13120,2024-05-15,166.0,304,bata ringan tbl,2024-05,2024-05
12428,13120,2024-05-15,6.0,401,besi 6,2024-05,2024-05
12429,13120,2024-05-15,10.0,402,besi 8,2024-05,2024-05
12427,13120,2024-05-15,2.0,208,semen br eco,2024-05,2024-05
12430,13121,2024-05-15,1.0,101,colt pasir,2024-05,2024-05
12431,13121,2024-05-15,4.0,214,semen holsim,2024-05,2024-05
12432,13122,2024-05-15,166.0,304,bata ringan tbl,2024-05,2024-05
12433,13123,2024-05-15,1.0,102,colt sertu,2024-05,2024-05
12434,13124,2024-05-15,200.0,303,bata putih,2024-05,2024-05
12437,13125,2024-05-15,40.0,301,bata merah,2024-05,2024-05
12435,13125,2024-05-15,1.0,104,colt pasir hitam,2024-05,2024-05
12436,13125,2024-05-15,3.0,214,semen holsim,2024-05,2024-05
12438,13126,2024-05-15,166.0,304,bata ringan tbl,2024-05,2024-05
12439,13126,2024-05-15,1.0,207,semen br aplus,2024-05,2024-05
12440,13127,2024-05-15,1.0,101,colt pasir,2024-05,2024-05
12441,13127,2024-05-15,4.0,215,semen holsim masonry,2024-05,2024-05
12442,13128,2024-05-15,1.0,104,colt pasir hitam,2024-05,2024-05
12443,13128,2024-05-15,10.0,201,semen gresik,2024-05,2024-05
12445,13129,2024-05-15,300.0,301,bata merah,2024-05,2024-05
12444,13129,2024-05-15,1.0,101,colt pasir,2024-05,2024-05
12446,13130,2024-05-15,83.0,304,bata ringan tbl,2024-05,2024-05
12447,13131,2024-05-15,83.0,304,bata ringan tbl,2024-05,2024-05
12448,13131,2024-05-15,2.0,208,semen br eco,2024-05,2024-05
12451,13132,2024-05-15,6.0,507,asbes 300 b,2024-05,2024-05
12449,13132,2024-05-15,1.0,104,colt pasir hitam,2024-05,2024-05
12450,13132,2024-05-15,2.0,201,semen gresik,2024-05,2024-05
12452,13133,2024-05-15,1.0,103,colt tensla,2024-05,2024-05
12453,13134,2024-05-15,24.0,506,asbes 250 b,2024-05,2024-05
12454,13135,2024-05-15,83.0,304,bata ringan tbl,2024-05,2024-05
12455,13135,2024-05-15,1.0,208,semen br eco,2024-05,2024-05
12456,13135,2024-05-15,4.0,208,semen br eco,2024-05,2024-05
12457,13136,2024-05-15,150.0,301,bata merah,2024-05,2024-05
12458,13136,2024-05-15,28.0,201,semen gresik,2024-05,2024-05
12459,13137,2024-05-15,1.0,103,colt tensla,2024-05,2024-05
12460,13137,2024-05-15,5.0,201,semen gresik,2024-05,2024-05
12461,13138,2024-05-15,1.0,101,colt pasir,2024-05,2024-05
12462,13138,2024-05-15,3.0,215,semen holsim masonry,2024-05,2024-05
12463,13139,2024-05-15,16.0,514,kalsiboard,2024-05,2024-05
12464,13140,2024-05-15,1.0,104,colt pasir hitam,2024-05,2024-05
12465,13140,2024-05-15,1.0,420,pvc 3 D,2024-05,2024-05
12466,13140,2024-05-15,1.0,422,pvc 4 D,2024-05,2024-05
12467,13141,2024-05-15,1.0,101,colt pasir,2024-05,2024-05
