-,TRX_ID,date,pcs,kode_barang,nama_barang,year_month,tahun_bulan
12468,13141,2024-05-15,1.0,204,semen acian blackbull,2024-05,2024-05
12469,13142,2024-05-15,1.0,101,colt pasir,2024-05,2024-05
12470,13142,2024-05-15,10.0,215,semen holsim masonry,2024-05,2024-05
12471,13143,2024-05-16,1.0,103,colt tensla,2024-05,2024-05
12472,13144,2024-05-16,1.0,103,colt tensla,2024-05,2024-05
12473,13145,2024-05-16,1.0,101,colt pasir,2024-05,2024-05
12474,13145,2024-05-16,2.0,214,semen holsim,2024-05,2024-05
12477,13146,2024-05-16,2.0,508,asbes 300 k,2024-05,2024-05
12475,13146,2024-05-16,1.0,101,colt pasir,2024-05,2024-05
12476,13146,2024-05-16,2.0,201,semen gresik,2024-05,2024-05
12478,13147,2024-05-16,250.0,303,bata putih,2024-05,2024-05
12479,13148,2024-05-16,1.0,101,colt pasir,2024-05,2024-05
12480,13149,2024-05-16,20.0,403,besi 10,2024-05,2024-05
12481,13150,2024-05-16,18.0,507,asbes 300 b,2024-05,2024-05
12482,13151,2024-05-16,83.0,304,bata ringan tbl,2024-05,2024-05
12483,13151,2024-05-16,1.0,208,semen br eco,2024-05,2024-05
12484,13151,2024-05-16,5.0,201,semen gresik,2024-05,2024-05
12485,13152,2024-05-16,1.0,101,colt pasir,2024-05,2024-05
12486,13153,2024-05-16,166.0,304,bata ringan tbl,2024-05,2024-05
12489,13154,2024-05-16,83.0,304,bata ringan tbl,2024-05,2024-05
12488,13154,2024-05-16,0.5,101,colt pasir,2024-05,2024-05
12487,13154,2024-05-16,0.5,104,colt pasir hitam,2024-05,2024-05
12490,13154,2024-05-16,5.0,210,semen br mu,2024-05,2024-05
12491,13155,2024-05-16,10.0,214,semen holsim,2024-05,2024-05
12492,13156,2024-05-16,0.5,101,colt pasir,2024-05,2024-05
12494,13156,2024-05-16,1.0,219,kalsium,2024-05,2024-05
12493,13156,2024-05-16,2.0,215,semen holsim masonry,2024-05,2024-05
12495,13157,2024-05-16,1.0,101,colt pasir,2024-05,2024-05
12497,13157,2024-05-16,2.0,219,kalsium,2024-05,2024-05
12498,13157,2024-05-16,2.0,420,pvc 3 D,2024-05,2024-05
12496,13157,2024-05-16,3.0,215,semen holsim masonry,2024-05,2024-05
12499,13158,2024-05-16,1.0,101,colt pasir,2024-05,2024-05
12501,13159,2024-05-16,83.0,304,bata ringan tbl,2024-05,2024-05
12500,13159,2024-05-16,0.5,101,colt pasir,2024-05,2024-05
12502,13160,2024-05-17,1.0,103,colt tensla,2024-05,2024-05
12503,13161,2024-05-17,1.0,101,colt pasir,2024-05,2024-05
12504,13161,2024-05-17,4.0,201,semen gresik,2024-05,2024-05
12505,13162,2024-05-17,83.0,304,bata ringan tbl,2024-05,2024-05
12506,13163,2024-05-17,50.0,201,semen gresik,2024-05,2024-05
12507,13164,2024-05-17,1.0,102,colt sertu,2024-05,2024-05
12508,13165,2024-05-17,1.0,102,colt sertu,2024-05,2024-05
12509,13166,2024-05-17,166.0,304,bata ringan tbl,2024-05,2024-05
12510,13167,2024-05-17,83.0,304,bata ringan tbl,2024-05,2024-05
12512,13167,2024-05-17,2.0,207,semen br aplus,2024-05,2024-05
12511,13167,2024-05-17,10.0,214,semen holsim,2024-05,2024-05
12513,13168,2024-05-17,1.0,101,colt pasir,2024-05,2024-05
12515,13168,2024-05-17,5.0,201,semen gresik,2024-05,2024-05
12514,13168,2024-05-17,2.0,214,semen holsim,2024-05,2024-05
12516,13169,2024-05-17,1.0,101,colt pasir,2024-05,2024-05
12518,13169,2024-05-17,2.0,703,pintu pvc,2024-05,2024-05
12517,13169,2024-05-17,2.0,214,semen holsim,2024-05,2024-05
12519,13170,2024-05-17,166.0,304,bata ringan tbl,2024-05,2024-05
12520,13170,2024-05-17,2.0,208,semen br eco,2024-05,2024-05
12521,13171,2024-05-17,1.0,104,colt pasir hitam,2024-05,2024-05
12522,13172,2024-05-17,1.0,101,colt pasir,2024-05,2024-05
12523,13172,2024-05-17,3.0,214,semen holsim,2024-05,2024-05
12524,13173,2024-05-17,1.0,101,colt pasir,2024-05,2024-05
12526,13174,2024-05-17,300.0,301,bata merah,2024-05,2024-05
12525,13174,2024-05-17,1.0,101,colt pasir,2024-05,2024-05
12527,13175,2024-05-17,166.0,304,bata ringan tbl,2024-05,2024-05
12529,13176,2024-05-17,2.0,405,hollow 2x4,2024-05,2024-05
12528,13176,2024-05-17,10.0,201,semen gresik,2024-05,2024-05
12530,13177,2024-05-17,83.0,304,bata ringan tbl,2024-05,2024-05
12531,13178,2024-05-17,166.0,304,bata ringan tbl,2024-05,2024-05
12532,13178,2024-05-17,5.0,201,semen gresik,2024-05,2024-05
12533,13179,2024-05-17,1000.0,301,bata merah,2024-05,2024-05
12534,13180,2024-05-17,0.5,101,colt pasir,2024-05,2024-05
12535,13180,2024-05-17,0.25,103,colt tensla,2024-05,2024-05
12536,13180,2024-05-17,5.0,201,semen gresik,2024-05,2024-05
12537,13181,2024-05-18,0.5,103,colt tensla,2024-05,2024-05
12538,13182,2024-05-18,20.0,507,asbes 300 b,2024-05,2024-05
12539,13183,2024-05-18,1.0,101,colt pasir,2024-05,2024-05
12540,13183,2024-05-18,3.0,215,semen holsim masonry,2024-05,2024-05
12543,13184,2024-05-18,50.0,303,bata putih,2024-05,2024-05
12541,13184,2024-05-18,1.0,101,colt pasir,2024-05,2024-05
12542,13184,2024-05-18,4.0,214,semen holsim,2024-05,2024-05
12544,13185,2024-05-18,83.0,304,bata ringan tbl,2024-05,2024-05
12545,13185,2024-05-18,0.5,103,colt tensla,2024-05,2024-05
12546,13186,2024-05-18,1.0,101,colt pasir,2024-05,2024-05
12548,13186,2024-05-18,8.0,426,papan cor,2024-05,2024-05
12547,13186,2024-05-18,4.0,214,semen holsim,2024-05,2024-05
12549,13187,2024-05-18,83.0,304,bata ringan tbl,2024-05,2024-05
12550,13187,2024-05-18,1.0,208,semen br eco,2024-05,2024-05
12551,13188,2024-05-18,1.0,101,colt pasir,2024-05,2024-05
12552,13188,2024-05-18,1.0,201,semen gresik,2024-05,2024-05
12554,13189,2024-05-18,150.0,301,bata merah,2024-05,2024-05
12553,13189,2024-05-18,83.0,304,bata ringan tbl,2024-05,2024-05
12556,13189,2024-05-18,5.0,201,semen gresik,2024-05,2024-05
12555,13189,2024-05-18,5.0,214,semen holsim,2024-05,2024-05
12557,13190,2024-05-18,0.5,101,colt pasir,2024-05,2024-05
12558,13190,2024-05-18,1.0,201,semen gresik,2024-05,2024-05
12559,13191,2024-05-18,0.5,101,colt pasir,2024-05,2024-05
12561,13191,2024-05-18,3.0,420,pvc 3 D,2024-05,2024-05
12560,13191,2024-05-18,1.0,214,semen holsim,2024-05,2024-05
12562,13192,2024-05-18,1.0,102,colt sertu,2024-05,2024-05
12563,13192,2024-05-18,1.0,201,semen gresik,2024-05,2024-05
12564,13193,2024-05-18,1.0,101,colt pasir,2024-05,2024-05
12565,13193,2024-05-18,4.0,214,semen holsim,2024-05,2024-05
12568,13194,2024-05-18,60.0,301,bata merah,2024-05,2024-05
12566,13194,2024-05-18,0.5,101,colt pasir,2024-05,2024-05
12567,13194,2024-05-18,2.0,201,semen gresik,2024-05,2024-05
12569,13195,2024-05-18,1.0,101,colt pasir,2024-05,2024-05
12570,13195,2024-05-18,1.0,201,semen gresik,2024-05,2024-05
12571,13196,2024-05-18,500.0,302,bata merah press mrh,2024-05,2024-05
12572,13196,2024-05-18,2.0,201,semen gresik,2024-05,2024-05
12573,13197,2024-05-18,1.0,101,colt pasir,2024-05,2024-05
12574,13197,2024-05-18,5.0,201,semen gresik,2024-05,2024-05
12575,13198,2024-05-18,166.0,304,bata ringan tbl,2024-05,2024-05
12576,13198,2024-05-18,2.0,208,semen br eco,2024-05,2024-05
12578,13199,2024-05-18,4.0,402,besi 8,2024-05,2024-05
12577,13199,2024-05-18,0.5,103,colt tensla,2024-05,2024-05
12580,13200,2024-05-19,100.0,303,bata putih,2024-05,2024-05
12579,13200,2024-05-19,0.5,101,colt pasir,2024-05,2024-05
12581,13201,2024-05-19,1.0,101,colt pasir,2024-05,2024-05
12582,13201,2024-05-19,3.0,214,semen holsim,2024-05,2024-05
12585,13202,2024-05-19,2.0,403,besi 10,2024-05,2024-05
12583,13202,2024-05-19,0.5,101,colt pasir,2024-05,2024-05
12584,13202,2024-05-19,2.0,214,semen holsim,2024-05,2024-05
12586,13203,2024-05-19,1.0,101,colt pasir,2024-05,2024-05
12588,13203,2024-05-19,4.0,420,pvc 3 D,2024-05,2024-05
12587,13203,2024-05-19,2.0,214,semen holsim,2024-05,2024-05
12589,13204,2024-05-19,200.0,303,bata putih,2024-05,2024-05
12590,13205,2024-05-19,1.0,101,colt pasir,2024-05,2024-05
12591,13205,2024-05-19,5.0,201,semen gresik,2024-05,2024-05
12592,13206,2024-05-19,1.0,101,colt pasir,2024-05,2024-05
12593,13207,2024-05-19,1.0,103,colt tensla,2024-05,2024-05
12594,13208,2024-05-19,1.0,101,colt pasir,2024-05,2024-05
12595,13208,2024-05-19,8.0,214,semen holsim,2024-05,2024-05
12596,13209,2024-05-19,1.0,103,colt tensla,2024-05,2024-05
12597,13210,2024-05-19,1.0,104,colt pasir hitam,2024-05,2024-05
12598,13210,2024-05-19,6.0,214,semen holsim,2024-05,2024-05
12599,13211,2024-05-19,1.0,101,colt pasir,2024-05,2024-05
12600,13212,2024-05-19,500.0,301,bata merah,2024-05,2024-05
12601,13213,2024-05-19,1.0,101,colt pasir,2024-05,2024-05
12602,13213,2024-05-19,2.0,201,semen gresik,2024-05,2024-05
12603,13214,2024-05-19,1.0,101,colt pasir,2024-05,2024-05
12604,13215,2024-05-19,1.0,101,colt pasir,2024-05,2024-05
12605,13215,2024-05-19,2.0,201,semen gresik,2024-05,2024-05
12606,13216,2024-05-19,1.0,101,colt pasir,2024-05,2024-05
12607,13216,2024-05-19,1.0,214,semen holsim,2024-05,2024-05
12608,13217,2024-05-19,1.0,101,colt pasir,2024-05,2024-05
12609,13218,2024-05-19,1.0,101,colt pasir,2024-05,2024-05
12610,13218,2024-05-19,2.0,214,semen holsim,2024-05,2024-05
12611,13219,2024-05-19,1.0,103,colt tensla,2024-05,2024-05
12612,13219,2024-05-19,2.0,214,semen holsim,2024-05,2024-05
12613,13220,2024-05-19,1.0,102,colt sertu,2024-05,2024-05
12614,13220,2024-05-19,7.0,214,semen holsim,2024-05,2024-05
12615,13221,2024-05-19,1.0,101,colt pasir,2024-05,2024-05
12616,13222,2024-05-19,1.0,101,colt pasir,2024-05,2024-05
12618,13223,2024-05-19,20.0,405,hollow 2x4,2024-05,2024-05
12617,13223,2024-05-19,7.0,514,kalsiboard,2024-05,2024-05
12620,13224,2024-05-19,150.0,301,bata merah,2024-05,2024-05
12621,13224,2024-05-19,35.0,304,bata ringan tbl,2024-05,2024-05
12619,13224,2024-05-19,1.0,101,colt pasir,2024-05,2024-05
12622,13224,2024-05-19,1.0,703,pintu pvc,2024-05,2024-05
12623,13225,2024-05-20,1.0,101,colt pasir,2024-05,2024-05
12624,13226,2024-05-20,83.0,304,bata ringan tbl,2024-05,2024-05
12625,13226,2024-05-20,1.0,703,pintu pvc,2024-05,2024-05
12626,13227,2024-05-20,1.0,101,colt pasir,2024-05,2024-05
12628,13227,2024-05-20,10.0,207,semen br aplus,2024-05,2024-05
12627,13227,2024-05-20,7.0,214,semen holsim,2024-05,2024-05
12629,13228,2024-05-20,0.5,101,colt pasir,2024-05,2024-05
12630,13229,2024-05-20,1.0,101,colt pasir,2024-05,2024-05
12631,13229,2024-05-20,8.0,201,semen gresik,2024-05,2024-05
12632,13230,2024-05-20,0.5,101,colt pasir,2024-05,2024-05
12633,13230,2024-05-20,0.5,104,colt pasir hitam,2024-05,2024-05
12634,13231,2024-05-20,27.0,403,besi 10,2024-05,2024-05
12635,13231,2024-05-20,5.0,201,semen gresik,2024-05,2024-05
12636,13232,2024-05-20,0.5,101,colt pasir,2024-05,2024-05
12637,13232,2024-05-20,0.25,103,colt tensla,2024-05,2024-05
12638,13232,2024-05-20,5.0,214,semen holsim,2024-05,2024-05
12639,13233,2024-05-20,1.0,101,colt pasir,2024-05,2024-05
12640,13234,2024-05-20,1.0,101,colt pasir,2024-05,2024-05
12641,13234,2024-05-20,2.0,214,semen holsim,2024-05,2024-05
12642,13235,2024-05-20,0.5,102,colt sertu,2024-05,2024-05
12643,13235,2024-05-20,1.0,201,semen gresik,2024-05,2024-05
12644,13236,2024-05-20,0.5,103,colt tensla,2024-05,2024-05
12645,13237,2024-05-20,1.0,101,colt pasir,2024-05,2024-05
12646,13237,2024-05-20,10.0,201,semen gresik,2024-05,2024-05
12647,13238,2024-05-20,1.0,101,colt pasir,2024-05,2024-05
12648,13238,2024-05-20,5.0,201,semen gresik,2024-05,2024-05
12649,13239,2024-05-20,1.0,101,colt pasir,2024-05,2024-05
12650,13239,2024-05-20,3.0,214,semen holsim,2024-05,2024-05
12651,13240,2024-05-20,0.5,103,colt tensla,2024-05,2024-05
12652,13240,2024-05-20,10.0,201,semen gresik,2024-05,2024-05
12656,13241,2024-05-20,1.0,507,asbes 300 b,2024-05,2024-05
12655,13241,2024-05-20,4.0,304,bata ringan tbl,2024-05,2024-05
12653,13241,2024-05-20,1.0,101,colt pasir,2024-05,2024-05
12654,13241,2024-05-20,2.0,201,semen gresik,2024-05,2024-05
12657,13242,2024-05-20,1.0,101,colt pasir,2024-05,2024-05
12658,13242,2024-05-20,2.0,214,semen holsim,2024-05,2024-05
12659,13243,2024-05-20,1.0,101,colt pasir,2024-05,2024-05
12660,13244,2024-05-20,0.5,103,colt tensla,2024-05,2024-05
12661,13244,2024-05-20,1.0,208,semen br eco,2024-05,2024-05
12662,13245,2024-05-20,3.0,601,sumur 60,2024-05,2024-05
12663,13246,2024-05-20,23.0,201,semen gresik,2024-05,2024-05
12664,13247,2024-05-20,1.0,101,colt pasir,2024-05,2024-05
12665,13247,2024-05-20,5.0,201,semen gresik,2024-05,2024-05
12667,13248,2024-05-20,10.0,204,semen acian blackbull,2024-05,2024-05
12666,13248,2024-05-20,20.0,201,semen gresik,2024-05,2024-05
12672,13249,2024-05-20,15.0,505,asbes 240 k,2024-05,2024-05
12671,13249,2024-05-20,6.0,402,besi 8,2024-05,2024-05
12668,13249,2024-05-20,1.0,101,colt pasir,2024-05,2024-05
12670,13249,2024-05-20,9.0,407,kanal c,2024-05,2024-05
12669,13249,2024-05-20,2.0,214,semen holsim,2024-05,2024-05
12673,13250,2024-05-20,1.0,101,colt pasir,2024-05,2024-05
12674,13251,2024-05-20,166.0,304,bata ringan tbl,2024-05,2024-05
12675,13252,2024-05-20,1.0,101,colt pasir,2024-05,2024-05
12676,13253,2024-05-20,124.0,304,bata ringan tbl,2024-05,2024-05
12677,13254,2024-05-20,20.0,201,semen gresik,2024-05,2024-05
12678,13255,2024-05-20,1.0,101,colt pasir,2024-05,2024-05
12679,13255,2024-05-20,1.0,201,semen gresik,2024-05,2024-05
12680,13256,2024-05-20,1.0,101,colt pasir,2024-05,2024-05
12681,13256,2024-05-20,2.0,214,semen holsim,2024-05,2024-05
12682,13257,2024-05-21,1.0,104,colt pasir hitam,2024-05,2024-05
12686,13258,2024-05-21,10.0,402,besi 8,2024-05,2024-05
12683,13258,2024-05-21,0.5,101,colt pasir,2024-05,2024-05
12684,13258,2024-05-21,0.5,104,colt pasir hitam,2024-05,2024-05
12685,13258,2024-05-21,2.0,214,semen holsim,2024-05,2024-05
12687,13259,2024-05-21,1.0,101,colt pasir,2024-05,2024-05
12688,13260,2024-05-21,1.0,101,colt pasir,2024-05,2024-05
12689,13260,2024-05-21,5.0,215,semen holsim masonry,2024-05,2024-05
12692,13261,2024-05-21,50.0,301,bata merah,2024-05,2024-05
12690,13261,2024-05-21,1.0,101,colt pasir,2024-05,2024-05
12691,13261,2024-05-21,5.0,201,semen gresik,2024-05,2024-05
12693,13262,2024-05-21,0.5,101,colt pasir,2024-05,2024-05
12694,13262,2024-05-21,0.5,104,colt pasir hitam,2024-05,2024-05
12695,13263,2024-05-21,1.0,101,colt pasir,2024-05,2024-05
12697,13264,2024-05-21,41.0,304,bata ringan tbl,2024-05,2024-05
12696,13264,2024-05-21,1.0,101,colt pasir,2024-05,2024-05
12698,13265,2024-05-21,20.0,214,semen holsim,2024-05,2024-05
12699,13266,2024-05-21,0.5,103,colt tensla,2024-05,2024-05
12703,13267,2024-05-21,12.0,402,besi 8,2024-05,2024-05
12700,13267,2024-05-21,0.5,104,colt pasir hitam,2024-05,2024-05
12701,13267,2024-05-21,0.5,103,colt tensla,2024-05,2024-05
12702,13267,2024-05-21,2.0,214,semen holsim,2024-05,2024-05
12704,13268,2024-05-21,15.0,214,semen holsim,2024-05,2024-05
12705,13269,2024-05-21,4.0,602,sumur 70,2024-05,2024-05
12708,13270,2024-05-21,83.0,304,bata ringan tbl,2024-05,2024-05
12706,13270,2024-05-21,1.0,101,colt pasir,2024-05,2024-05
12709,13270,2024-05-21,1.0,208,semen br eco,2024-05,2024-05
12707,13270,2024-05-21,1.0,214,semen holsim,2024-05,2024-05
12710,13271,2024-05-21,1.0,101,colt pasir,2024-05,2024-05
12713,13271,2024-05-21,8.0,405,hollow 2x4,2024-05,2024-05
12712,13271,2024-05-21,4.0,514,kalsiboard,2024-05,2024-05
12711,13271,2024-05-21,1.0,214,semen holsim,2024-05,2024-05
12714,13272,2024-05-21,0.5,101,colt pasir,2024-05,2024-05
12715,13272,2024-05-21,1.0,214,semen holsim,2024-05,2024-05
12716,13273,2024-05-21,1.0,101,colt pasir,2024-05,2024-05
12717,13273,2024-05-21,3.0,201,semen gresik,2024-05,2024-05
12718,13274,2024-05-21,1.0,102,colt sertu,2024-05,2024-05
12719,13274,2024-05-21,1.0,214,semen holsim,2024-05,2024-05
12722,13275,2024-05-21,200.0,301,bata merah,2024-05,2024-05
12720,13275,2024-05-21,0.5,101,colt pasir,2024-05,2024-05
12721,13275,2024-05-21,2.0,201,semen gresik,2024-05,2024-05
12723,13276,2024-05-21,32.0,507,asbes 300 b,2024-05,2024-05
12724,13277,2024-05-21,83.0,304,bata ringan tbl,2024-05,2024-05
12725,13277,2024-05-21,111.0,305,bata ringan tps,2024-05,2024-05
12726,13277,2024-05-21,2.0,208,semen br eco,2024-05,2024-05
12727,13277,2024-05-21,1.0,201,semen gresik,2024-05,2024-05
12728,13278,2024-05-21,1.0,102,colt sertu,2024-05,2024-05
12730,13279,2024-05-21,4.0,502,asbes 200 b,2024-05,2024-05
12729,13279,2024-05-21,3.0,507,asbes 300 b,2024-05,2024-05
12732,13280,2024-05-21,3.0,403,besi 10,2024-05,2024-05
12731,13280,2024-05-21,1.0,103,colt tensla,2024-05,2024-05
12733,13281,2024-05-22,1.0,101,colt pasir,2024-05,2024-05
12734,13281,2024-05-22,2.0,520,triplek 9mm,2024-05,2024-05
12735,13282,2024-05-22,0.5,103,colt tensla,2024-05,2024-05
12738,13282,2024-05-22,4.0,405,hollow 2x4,2024-05,2024-05
12737,13282,2024-05-22,2.0,514,kalsiboard,2024-05,2024-05
12736,13282,2024-05-22,1.0,418,pvc 2 D,2024-05,2024-05
12739,13282,2024-05-22,4.0,424,wall angle,2024-05,2024-05
12742,13283,2024-05-22,150.0,303,bata putih,2024-05,2024-05
12740,13283,2024-05-22,1.0,101,colt pasir,2024-05,2024-05
12741,13283,2024-05-22,4.0,201,semen gresik,2024-05,2024-05
12745,13284,2024-05-22,100.0,301,bata merah,2024-05,2024-05
12743,13284,2024-05-22,1.0,101,colt pasir,2024-05,2024-05
12747,13284,2024-05-22,2.0,703,pintu pvc,2024-05,2024-05
12746,13284,2024-05-22,3.0,422,pvc 4 D,2024-05,2024-05
12744,13284,2024-05-22,3.0,214,semen holsim,2024-05,2024-05
12750,13285,2024-05-22,1.0,401,besi 6,2024-05,2024-05
12751,13285,2024-05-22,1.0,402,besi 8,2024-05,2024-05
12748,13285,2024-05-22,1.0,101,colt pasir,2024-05,2024-05
12749,13285,2024-05-22,3.0,214,semen holsim,2024-05,2024-05
12752,13286,2024-05-22,1000.0,301,bata merah,2024-05,2024-05
12753,13287,2024-05-22,1.0,102,colt sertu,2024-05,2024-05
12754,13288,2024-05-22,1.0,101,colt pasir,2024-05,2024-05
12755,13288,2024-05-22,5.0,201,semen gresik,2024-05,2024-05
12756,13289,2024-05-22,1.0,101,colt pasir,2024-05,2024-05
12757,13290,2024-05-22,1.0,101,colt pasir,2024-05,2024-05
12758,13291,2024-05-22,1.0,103,colt tensla,2024-05,2024-05
12759,13291,2024-05-22,10.0,201,semen gresik,2024-05,2024-05
12760,13292,2024-05-22,1.0,101,colt pasir,2024-05,2024-05
12761,13292,2024-05-22,3.0,201,semen gresik,2024-05,2024-05
12762,13293,2024-05-22,1.0,103,colt tensla,2024-05,2024-05
12763,13294,2024-05-22,1.0,101,colt pasir,2024-05,2024-05
12766,13294,2024-05-22,6.0,426,papan cor,2024-05,2024-05
12765,13294,2024-05-22,1.0,211,semen br sindoro,2024-05,2024-05
12764,13294,2024-05-22,5.0,216,semen merdeka,2024-05,2024-05
12767,13295,2024-05-22,1.0,101,colt pasir,2024-05,2024-05
12769,13295,2024-05-22,6.0,426,papan cor,2024-05,2024-05
12768,13295,2024-05-22,5.0,214,semen holsim,2024-05,2024-05
12770,13296,2024-05-22,4.0,507,asbes 300 b,2024-05,2024-05
12771,13296,2024-05-22,3.0,420,pvc 3 D,2024-05,2024-05
12772,13297,2024-05-22,1.0,101,colt pasir,2024-05,2024-05
12773,13297,2024-05-22,2.0,214,semen holsim,2024-05,2024-05
12774,13298,2024-05-22,1.0,101,colt pasir,2024-05,2024-05
12775,13299,2024-05-22,0.5,104,colt pasir hitam,2024-05,2024-05
12776,13299,2024-05-22,0.25,103,colt tensla,2024-05,2024-05
12777,13299,2024-05-22,2.0,201,semen gresik,2024-05,2024-05
12778,13300,2024-05-22,1.0,104,colt pasir hitam,2024-05,2024-05
12780,13301,2024-05-22,100.0,303,bata putih,2024-05,2024-05
12779,13301,2024-05-22,1.0,101,colt pasir,2024-05,2024-05
12781,13302,2024-05-22,1.0,101,colt pasir,2024-05,2024-05
12782,13303,2024-05-22,1.0,101,colt pasir,2024-05,2024-05
12785,13304,2024-05-23,20.0,301,bata merah,2024-05,2024-05
12783,13304,2024-05-23,1.0,101,colt pasir,2024-05,2024-05
12784,13304,2024-05-23,1.0,201,semen gresik,2024-05,2024-05
12786,13305,2024-05-23,166.0,304,bata ringan tbl,2024-05,2024-05
12790,13306,2024-05-23,6.0,402,besi 8,2024-05,2024-05
12787,13306,2024-05-23,0.5,101,colt pasir,2024-05,2024-05
12788,13306,2024-05-23,0.5,103,colt tensla,2024-05,2024-05
12789,13306,2024-05-23,3.0,214,semen holsim,2024-05,2024-05
12791,13307,2024-05-23,7.0,514,kalsiboard,2024-05,2024-05
12792,13308,2024-05-23,20.0,219,kalsium,2024-05,2024-05
12793,13309,2024-05-23,1.0,101,colt pasir,2024-05,2024-05
12794,13309,2024-05-23,5.0,201,semen gresik,2024-05,2024-05
12800,13310,2024-05-23,4.0,507,asbes 300 b,2024-05,2024-05
12798,13310,2024-05-23,2.0,403,besi 10,2024-05,2024-05
12796,13310,2024-05-23,2.0,417,pvc 2 1/2 D,2024-05,2024-05
12795,13310,2024-05-23,3.0,422,pvc 4 D,2024-05,2024-05
12797,13310,2024-05-23,10.0,214,semen holsim,2024-05,2024-05
12799,13310,2024-05-23,1.0,520,triplek 9mm,2024-05,2024-05
12801,13311,2024-05-23,30.0,403,besi 10,2024-05,2024-05
12802,13312,2024-05-23,0.5,101,colt pasir,2024-05,2024-05
12803,13313,2024-05-23,1.0,101,colt pasir,2024-05,2024-05
12805,13313,2024-05-23,1.0,205,semen acian fastcon,2024-05,2024-05
12804,13313,2024-05-23,3.0,201,semen gresik,2024-05,2024-05
12806,13314,2024-05-23,1.0,101,colt pasir,2024-05,2024-05
12807,13314,2024-05-23,10.0,410,kayu 4x6,2024-05,2024-05
12808,13315,2024-05-23,1.0,101,colt pasir,2024-05,2024-05
12809,13315,2024-05-23,5.0,214,semen holsim,2024-05,2024-05
12813,13316,2024-05-23,10.0,301,bata merah,2024-05,2024-05
12810,13316,2024-05-23,1.0,101,colt pasir,2024-05,2024-05
12812,13316,2024-05-23,2.0,201,semen gresik,2024-05,2024-05
12811,13316,2024-05-23,2.0,214,semen holsim,2024-05,2024-05
12814,13317,2024-05-23,0.5,103,colt tensla,2024-05,2024-05
12815,13318,2024-05-23,0.5,101,colt pasir,2024-05,2024-05
12816,13318,2024-05-23,2.0,214,semen holsim,2024-05,2024-05
12818,13319,2024-05-23,1.0,201,semen gresik,2024-05,2024-05
12817,13319,2024-05-23,1.0,801,tosa pasir,2024-05,2024-05
12821,13320,2024-05-23,5.0,305,bata ringan tps,2024-05,2024-05
12819,13320,2024-05-23,1.0,101,colt pasir,2024-05,2024-05
12820,13320,2024-05-23,2.0,201,semen gresik,2024-05,2024-05
12822,13321,2024-05-23,166.0,304,bata ringan tbl,2024-05,2024-05
12823,13321,2024-05-23,2.0,208,semen br eco,2024-05,2024-05
12824,13322,2024-05-23,1.0,101,colt pasir,2024-05,2024-05
12826,13322,2024-05-23,1.0,208,semen br eco,2024-05,2024-05
12825,13322,2024-05-23,5.0,214,semen holsim,2024-05,2024-05
12827,13323,2024-05-23,1.0,103,colt tensla,2024-05,2024-05
12829,13323,2024-05-23,1.0,703,pintu pvc,2024-05,2024-05
12828,13323,2024-05-23,2.0,208,semen br eco,2024-05,2024-05
